"Word"	"Freq"
"6238"	"returning"	21
"7254"	"surprised"	21
"7548"	"totally"	21
"7654"	"turn"	21
"7730"	"understanding"	21
"7733"	"understood"	21
"7976"	"views"	21
"8139"	"whenever"	21
"503"	"ashamed"	20
"1082"	"case"	20
"1740"	"curiosity"	20
"1780"	"daughter"	20
"1870"	"delightful"	20
"2022"	"difficulty"	20
"2687"	"expect"	20
"2982"	"folly"	20
"3008"	"forced"	20
"3795"	"improvement"	20
"3994"	"instantly"	20
"4425"	"live"	20
"4466"	"loss"	20
"4468"	"lost"	20
"4572"	"married"	20
"4715"	"mistaken"	20
"4854"	"necessity"	20
"4875"	"neighbourhood"	20
"4942"	"note"	20
"5320"	"period"	20
"5345"	"persuade"	20
"5723"	"prospect"	20
"5807"	"quarter"	20
"5818"	"quick"	20
"6559"	"sensible"	20
"6642"	"shew"	20
"6722"	"silent"	20
"6766"	"six"	20
"6942"	"spent"	20
"8048"	"warm"	20
"8294"	"writing"	20
"90"	"acknowledged"	19
"247"	"alarm"	19
"297"	"also"	19
"482"	"arrival"	19
"540"	"assure"	19
"571"	"attend"	19
"744"	"behind"	19
"1216"	"circle"	19
"1221"	"circumstance"	19
"1232"	"claims"	19
"2330"	"eager"	19
"2348"	"easily"	19
"2461"	"ended"	19
"2634"	"excellent"	19
"2836"	"favourite"	19
"3173"	"generally"	19
"3182"	"gentleman"	19
"3321"	"grew"	19
"3741"	"immediate"	19
"4581"	"match"	19
"5007"	"observing"	19
"5070"	"ones"	19
"5261"	"past"	19
"5277"	"pay"	19
"5346"	"persuaded"	19
"5674"	"profession"	19
"5758"	"public"	19
"5886"	"reached"	19
"6371"	"safe"	19
"6384"	"sake"	19
"6497"	"secure"	19
"6509"	"seem"	19
"6805"	"smallest"	19
"6936"	"speeches"	19
"7182"	"suffering"	19
"7336"	"tea"	19
"7343"	"tears"	19
"7482"	"thus"	19
"7574"	"tranquillity"	19
"152"	"admiration"	18
"221"	"agitated"	18
"544"	"astonished"	18
"574"	"attended"	18
"575"	"attending"	18
"621"	"avoid"	18
"993"	"bustle"	18
"1229"	"claim"	18
"1313"	"comes"	18
"1894"	"depend"	18
"2231"	"dont"	18
"2447"	"encouragement"	18
"2660"	"excuse"	18
"3027"	"forget"	18
"3107"	"friendship"	18
"3138"	"future"	18
"3380"	"habit"	18
"3773"	"important"	18
"3846"	"increased"	18
"3932"	"information"	18
"4246"	"lacey"	18
"4335"	"led"	18
"4340"	"leisure"	18
"4489"	"low"	18
"4701"	"misery"	18
"4983"	"objection"	18
"5077"	"opening"	18
"5249"	"pass"	18
"5255"	"passing"	18
"5279"	"peace"	18
"5638"	"private"	18
"5692"	"promised"	18
"5741"	"prove"	18
"5742"	"proved"	18
"5973"	"reflection"	18
"6099"	"repeated"	18
"6347"	"run"	18
"6555"	"sensations"	18
"7006"	"standing"	18
"7149"	"subjects"	18
"7392"	"thank"	18
"8089"	"weather"	18
"8248"	"wonderful"	18
"50"	"accepted"	17
"214"	"age"	17
"336"	"amusement"	17
"732"	"begin"	17
"1069"	"cares"	17
"1153"	"charles"	17
"1211"	"chuse"	17
"1464"	"confidence"	17
"1485"	"confusion"	17
"1717"	"cross"	17
"1932"	"deserve"	17
"2066"	"disagreeable"	17
"2539"	"equally"	17
"2597"	"event"	17
"2604"	"everingham"	17
"2614"	"evidently"	17
"2717"	"expressed"	17
"2719"	"expression"	17
"2929"	"fit"	17
"3129"	"fully"	17
"3181"	"gentle"	17
"3253"	"goodhumour"	17
"3338"	"ground"	17
"3432"	"happened"	17
"3688"	"husband"	17
"3874"	"indifference"	17
"3925"	"infinitely"	17
"4142"	"join"	17
"4154"	"joy"	17
"4270"	"language"	17
"4698"	"miserable"	17
"4710"	"missed"	17
"4780"	"mothers"	17
"4895"	"news"	17
"4918"	"noise"	17
"4930"	"norfolk"	17
"5000"	"observation"	17
"5119"	"otherwise"	17
"5307"	"perfect"	17
"5370"	"piece"	17
"5384"	"pity"	17
"5486"	"possibility"	17
"5613"	"prevent"	17
"6189"	"respectable"	17
"6274"	"ride"	17
"6582"	"servants"	17
"6917"	"spare"	17
"7105"	"strength"	17
"7193"	"suit"	17
"7281"	"sweet"	17
"7478"	"thrush"	17
"133"	"addition"	16
"158"	"admit"	16
"159"	"admitted"	16
"212"	"agatha"	16
"232"	"agreed"	16
"319"	"amelia"	16
"357"	"anhalt"	16
"384"	"anxiety"	16
"485"	"arrived"	16
"567"	"attempt"	16
"784"	"besides"	16
"1095"	"cause"	16
"1121"	"chair"	16
"1289"	"cold"	16
"1425"	"concern"	16
"1498"	"connexion"	16
"1578"	"contrary"	16
"2716"	"express"	16
"3052"	"fortnight"	16
"3435"	"happier"	16
"3588"	"hint"	16
"3640"	"horses"	16
"3842"	"inconvenience"	16
"4206"	"kindly"	16
"4416"	"listening"	16
"4624"	"meet"	16
"4650"	"merely"	16
"4766"	"morrow"	16
"4935"	"northamptonshire"	16
"5086"	"opinions"	16
"5429"	"please"	16
"5572"	"prepared"	16
"5619"	"prices"	16
"5654"	"proceeded"	16
"5913"	"rebecca"	16
"5921"	"receiving"	16
"6145"	"required"	16
"6576"	"seriously"	16
"6863"	"solicitude"	16
"6905"	"sought"	16
"7174"	"sudden"	16
"7209"	"sunday"	16
"7270"	"suspicion"	16
"7615"	"trifle"	16
"7638"	"trust"	16
"7832"	"unpleasant"	16
"7936"	"vanity"	16
"8054"	"warmth"	16
"8296"	"written"	16
"8300"	"wrote"	16
"8353"	"yesterday"	16
"47"	"accept"	15
"122"	"actually"	15
"188"	"affectionate"	15
"190"	"affections"	15
"323"	"amiable"	15
"353"	"anger"	15
"541"	"assured"	15
"707"	"become"	15
"742"	"behaviour"	15
"1242"	"clear"	15
"1253"	"clever"	15
"1320"	"comforts"	15
"1323"	"command"	15
"1752"	"cut"	15
"1858"	"delay"	15
"2159"	"disposed"	15
"2345"	"ease"	15
"2480"	"england"	15
"2522"	"entreat"	15
"2832"	"favourable"	15
"2860"	"felicity"	15
"3281"	"gradually"	15
"3457"	"harm"	15
"3577"	"highly"	15
"3600"	"hold"	15
"3644"	"hot"	15
"3662"	"human"	15
"3684"	"hurry"	15
"3845"	"increase"	15
"4035"	"interesting"	15
"4158"	"judge"	15
"4167"	"julias"	15
"4180"	"justice"	15
"4343"	"length"	15
"4403"	"line"	15
"4406"	"lines"	15
"4461"	"lord"	15
"4629"	"melancholy"	15
"4678"	"miles"	15
"4738"	"modest"	15
"5387"	"placed"	15
"6038"	"relief"	15
"6209"	"restraint"	15
"6212"	"result"	15
"6365"	"sad"	15
"6599"	"seven"	15
"7070"	"stood"	15
"7242"	"supposing"	15
"7503"	"tired"	15
"7661"	"twenty"	15
"7664"	"twice"	15
"8044"	"wants"	15
"8270"	"worn"	15
"364"	"animation"	14
"478"	"arrangement"	14
"558"	"attached"	14
"709"	"becoming"	14
"711"	"bed"	14
"842"	"blessing"	14
"1136"	"chapel"	14
"1145"	"characters"	14
"1204"	"chosen"	14
"1208"	"church"	14
"1426"	"concerned"	14
"1499"	"connexions"	14
"1527"	"consolation"	14
"1764"	"dancing"	14
"1802"	"death"	14
"2018"	"differently"	14
"2192"	"distressing"	14
"2234"	"doors"	14
"2247"	"doubts"	14
"2692"	"expecting"	14
"2778"	"families"	14
"2825"	"fault"	14
"2839"	"feared"	14
"2862"	"fellow"	14
"3446"	"hard"	14
"3572"	"higher"	14
"3696"	"ideas"	14
"3734"	"imagination"	14
"4241"	"knows"	14
"4427"	"lived"	14
"4448"	"longing"	14
"4496"	"luck"	14
"4609"	"meanwhile"	14
"4610"	"measure"	14
"4642"	"mention"	14
"4643"	"mentioned"	14
"4671"	"midst"	14
"4792"	"move"	14
"5245"	"parts"	14
"5590"	"pressed"	14
"5614"	"prevented"	14
"5628"	"principle"	14
"5666"	"produced"	14
"5721"	"propriety"	14
"5817"	"questions"	14
"6011"	"rehearsal"	14
"6165"	"residence"	14
"6551"	"send"	14
"6645"	"shewn"	14
"6730"	"simple"	14
"6812"	"smiles"	14
"7035"	"staying"	14
"7041"	"steady"	14
"7084"	"story"	14
"7179"	"suffered"	14
"7186"	"sufficient"	14
"7232"	"supply"	14
"7375"	"tenderness"	14
"7456"	"thousand"	14
"7523"	"tolerably"	14
"7903"	"upstairs"	14
"7963"	"vexation"	14
"8023"	"wait"	14
"8074"	"ways"	14
"8203"	"winter"	14
"107"	"across"	13
"475"	"around"	13
"995"	"busy"	13
"1172"	"cheerful"	13
"1184"	"chief"	13
"1387"	"completely"	13
"1497"	"connected"	13
"1535"	"constant"	13
"1602"	"conveyed"	13
"1755"	"daily"	13
"1822"	"decision"	13
"1940"	"desirable"	13
"2109"	"discussion"	13
"2224"	"domestic"	13
"2275"	"dreadful"	13
"2280"	"dressed"	13
"2331"	"eagerly"	13
"2436"	"employment"	13
"2720"	"expressions"	13
"2980"	"following"	13
"3141"	"gaiety"	13
"3294"	"grateful"	13
"3347"	"grown"	13
"3460"	"harp"	13
